Year,Indicator Name,Indicator Code,Value
2012,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.bry_q5_preT_tot,28.7310871751293
2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.bry_q5_preT_tot,33.5542086135988
2006,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.bry_q5_preT_tot,23.8196599795271
2019,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,30.9484291339461
2016,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,26.6031332878597
2012,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,28.8144467684407
2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,30.8751709675695
2006,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,21.9979872094741
2019,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,30.3087873835332
2016,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,26.0577164055508
2012,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,28.8569636543099
2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,33.7403352270461
2006,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,23.6773181096902
2019,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,23.4817774067395
2016,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,22.3044736446235
2012,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,26.3564916297741
2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,27.9416777565696
2006,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,28.1475326634868
2019,Benefit-cost ratio -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip.cba_ep_tot,0.0594946484443634
2016,Benefit-cost ratio -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip.cba_ep_tot,0.0799648932617087
2012,Benefit-cost ratio -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip.cba_ep_tot,0.0622153705453914
2009,Benefit-cost ratio -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip.cba_ep_tot,0.0662343737711477
2006,Benefit-cost ratio -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip.cba_ep_tot,0.101375678671261
2019,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.192194872867003
2016,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.228627723891501
2012,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.174648220200495
2009,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.165099535926047
2006,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.232308840971233
2019,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.18917154197588
2016,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.220730430489058
2012,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.162927039100028
2009,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.158357799619981
2006,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.19575562130958
2019,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.220625266249812
2016,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.244319276948034
2012,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.15520120537114
2009,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.16414058955318
2006,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.118472523091289
2019,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers (preT),per_pr_ip.cov_ep_preT_tot,3.70901818303386
2016,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers (preT),per_pr_ip.cov_ep_preT_tot,4.22113602768745
2012,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers (preT),per_pr_ip.cov_ep_preT_tot,3.42402106602459
2009,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers (preT),per_pr_ip.cov_ep_preT_tot,4.00957722221982
2006,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers (preT),per_pr_ip.cov_ep_preT_tot,4.18401424160097
2019,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers,per_pr_ip.cov_ep_tot,1.84284811832591
2016,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers,per_pr_ip.cov_ep_tot,5.35357625806998
2012,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers,per_pr_ip.cov_ep_tot,2.8175700137701
2009,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers,per_pr_ip.cov_ep_tot,4.21451453265445
2006,Coverage in extreme poor (<$2.15 a day) (%) - International Private Transfers,per_pr_ip.cov_ep_tot,4.34131949228805
2019,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,6.73785968280452
2016,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,8.1473494783871
2012,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,7.37166517057911
2009,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,6.46129959491184
2006,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,6.47751821341686
2019,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,6.12540503647178
2016,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,7.43838825167787
2012,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,6.92045600468432
2009,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,5.69293591601698
2006,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,6.01064985079667
2019,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,6.73785968280452
2016,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,8.1473494783871
2012,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,7.37166517057911
2009,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,6.46129959491184
2006,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,6.47751821341686
2019,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,9.70347027079248
2016,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,11.5092221483158
2012,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,9.43956329645165
2009,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,10.8592887750506
2006,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,8.3044265975516
2019,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,3.82367296720601
2016,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,5.58653126330073
2012,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,4.16748433430033
2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,4.20235363069977
2006,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,5.24469153440429
2019,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,3.77938080112915
2016,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,5.49437007547096
2012,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,4.04595226718193
2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,4.18339828731653
2006,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,5.59528993208812
2019,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,3.79924144519526
2016,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,5.84138256664699
2012,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,4.38916044692721
2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,4.44143224534475
2006,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,5.4655456110724
2019,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,8.49469823381156
2016,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,10.6929600468018
2012,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,6.86596834346797
2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,7.96227809091998
2006,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,5.17533369940912
2019,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,5.43294115771964
2016,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,7.42635552029326
2012,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,6.49275913029753
2009,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,5.30128012251885
2006,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,6.10587571491006
2019,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,4.61583983332957
2016,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,6.73050806793122
2012,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,5.84220478048748
2009,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,4.6999171341636
2006,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,6.18579015981978
2019,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,5.552051506041
2016,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,7.33145858587924
2012,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,6.43574085125218
2009,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,5.09466093420498
2006,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,6.18747792006611
2019,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,8.61635559210458
2016,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,11.2621092822068
2012,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,7.71092710925535
2009,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,6.25897724465713
2006,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,7.09169275347753
2019,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,6.59316446952821
2016,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,8.67001317913034
2012,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,6.92776684935459
2009,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,4.8837963518083
2006,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,5.77240714105312
2019,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,6.09960171854763
2016,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,7.55963560170573
2012,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,7.08191674330225
2009,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,4.76174677682951
2006,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,4.96864972216286
2019,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,6.76517003255817
2016,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,8.64186242551725
2012,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,7.12781042206546
2009,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,4.94213870207565
2006,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,5.67739368377234
2019,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,9.67843344221767
2016,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,10.7831154660887
2012,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,9.99132288288383
2009,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,9.7569197515561
2006,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,7.15439157557339
2019,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,7.61878751494956
2016,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,8.46234615931607
2012,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,8.68123759375554
2009,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,7.07893393184648
2006,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,7.55011169558008
2019,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,6.6556907229837
2016,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,7.51362655431086
2012,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,7.66351333854919
2009,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,6.03414862951594
2006,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,6.69482454274388
2019,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,7.36256448498401
2016,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,8.3071362954354
2012,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,8.26982370386523
2009,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,6.92952351047855
2006,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,7.38878798411525
2019,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,10.3406563874269
2016,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,11.9835210116769
2012,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,10.1991772592658
2009,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,15.1493559879071
2006,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,10.4173091085322
2019,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,10.220070757187
2016,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,10.5910878448975
2012,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,10.5882377491716
2009,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,10.8395719165547
2006,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,7.71412067230223
2019,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,9.47499667865394
2016,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,9.89265721134286
2012,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,9.96631463112345
2009,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,8.78292480920383
2006,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,6.6085172128184
2019,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,10.2097599326848
2016,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,10.6143159563898
2012,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,10.6353008564782
2009,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,10.8973774851351
2006,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,7.667062786498
2019,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,11.3854997855869
2016,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,12.8216764625931
2012,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,12.4272190581277
2009,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,15.1559074066335
2006,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,11.6797446616103
2019,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,1.52789337936407
2016,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,2.13708006249001
2012,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,1.18266762621041
2009,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,0.503381836544792
2006,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,1.68481469695855
2019,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,1.64334574993519
2016,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,2.18975030120564
2012,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,1.03374607813263
2009,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,0.536158277044868
2006,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,1.46438173619942
2019,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,2.40757746561579
2016,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,3.04207011953472
2012,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,1.01925735760191
2009,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,1.49016138759378
2006,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,1.03901906626926
2019,Poverty Headcount reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p0_ep_tot,61.3510920320654
2016,Poverty Headcount reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p0_ep_tot,57.6394766419253
2012,Poverty Headcount reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p0_ep_tot,32.0090022399532
2009,Poverty Headcount reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p0_ep_tot,20.4291772681499
2006,Poverty Headcount reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p0_ep_tot,22.0614795569437
2019,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,9.16271393529074
2016,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,10.0532938983512
2012,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,7.53519712661942
2009,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,5.79764439257203
2006,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,8.06893058680831
2019,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,9.83364625830744
2016,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,10.8905156573109
2012,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,7.71677379045568
2009,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,6.18223242331514
2006,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,7.82563725967867
2019,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,10.9821292955023
2016,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,13.9013188160446
2012,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,8.13610746822184
2009,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,8.4575330704417
2006,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,7.76672675375074
2019,Poverty Gap reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p1_ep_tot,89.0447171545261
2016,Poverty Gap reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p1_ep_tot,87.6369124703271
2012,Poverty Gap reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p1_ep_tot,63.7780926530557
2009,Poverty Gap reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p1_ep_tot,49.978137395481
2006,Poverty Gap reduction (%) -  International Private Transfers -extreme poor (<$2.15 a day),per_pr_ip_p1_ep_tot,49.1557068396788
2019,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,24.413163953451
2016,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,26.3189488570805
2012,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,17.5928381555337
2009,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,14.2431987409121
2006,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,20.3702195806728
2019,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,24.5786807911284
2016,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,27.227535065027
2012,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,17.8019208145938
2009,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,15.4652386778906
2006,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,19.9378308043364
2019,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,28.1116019097664
2016,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,32.3536359684119
2012,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,20.327307746557
2009,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,21.0684595535434
2006,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,17.8870027112555
2019,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance  (preT),per_sa_allsa.adq_ep_preT_tot,50.8960119501229
2016,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance  (preT),per_sa_allsa.adq_ep_preT_tot,29.9388217395969
2012,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance  (preT),per_sa_allsa.adq_ep_preT_tot,26.3010827422176
2009,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance  (preT),per_sa_allsa.adq_ep_preT_tot,16.2255255695024
2006,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance  (preT),per_sa_allsa.adq_ep_preT_tot,13.4902176567143
2019,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance,per_sa_allsa.adq_ep_tot,19.7057091049751
2016,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance,per_sa_allsa.adq_ep_tot,18.3926483349387
2012,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance,per_sa_allsa.adq_ep_tot,12.7510854561398
2009,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance,per_sa_allsa.adq_ep_tot,7.10896966052293
2006,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Social Assistance,per_sa_allsa.adq_ep_tot,8.00993627246991
2019,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,6.50215970474536
2016,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,5.77462998984063
2012,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,3.65133630868402
2009,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,3.40051561639604
2006,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,4.01065929153387
2019,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,6.59010191959296
2016,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,5.86249211151304
2012,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,3.67935019304188
