Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2019,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q3_rur,18.871983780617
Sri Lanka,LKA,2016,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q3_rur,18.7115289708959
Sri Lanka,LKA,2012,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q3_rur,18.1837282467276
Sri Lanka,LKA,2009,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q3_rur,16.4253535804661
Sri Lanka,LKA,2006,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q3_rur,16.1974934673399
Sri Lanka,LKA,2019,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q3_tot,18.9976114282702
Sri Lanka,LKA,2016,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q3_tot,19.0939417333999
Sri Lanka,LKA,2012,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q3_tot,18.8211991165088
Sri Lanka,LKA,2009,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q3_tot,18.2804712639023
Sri Lanka,LKA,2006,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q3_tot,16.9710928800241
Sri Lanka,LKA,2019,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q3_urb,19.2180753521333
Sri Lanka,LKA,2016,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q3_urb,17.1848817657029
Sri Lanka,LKA,2012,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q3_urb,19.1958432791343
Sri Lanka,LKA,2009,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q3_urb,23.2100697843806
Sri Lanka,LKA,2006,Benefits incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q3_urb,19.1474968173917
Sri Lanka,LKA,2019,Benefits incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q4_preT_tot,27.253373919138
Sri Lanka,LKA,2016,Benefits incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q4_preT_tot,25.9864025837138
Sri Lanka,LKA,2012,Benefits incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q4_preT_tot,27.3172205480705
Sri Lanka,LKA,2009,Benefits incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q4_preT_tot,21.3233161826547
Sri Lanka,LKA,2006,Benefits incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q4_preT_tot,24.3919265487354
Sri Lanka,LKA,2019,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q4_rur,26.4513374484228
Sri Lanka,LKA,2016,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q4_rur,26.0576484671105
Sri Lanka,LKA,2012,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q4_rur,27.6022688315671
Sri Lanka,LKA,2009,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q4_rur,20.2198835429479
Sri Lanka,LKA,2006,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q4_rur,24.363279733316
Sri Lanka,LKA,2019,Benefits incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q4_tot,26.2965948578332
Sri Lanka,LKA,2016,Benefits incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q4_tot,25.9300849527042
Sri Lanka,LKA,2012,Benefits incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q4_tot,28.3260645774923
Sri Lanka,LKA,2009,Benefits incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q4_tot,21.6525412163661
Sri Lanka,LKA,2006,Benefits incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.ben_q4_tot,23.0257756253075
Sri Lanka,LKA,2019,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q4_urb,20.281287127402
Sri Lanka,LKA,2016,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q4_urb,25.9406885919495
Sri Lanka,LKA,2012,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q4_urb,26.4711180262453
Sri Lanka,LKA,2009,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q4_urb,23.8781532768848
Sri Lanka,LKA,2006,Benefits incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q4_urb,22.6865133102054
Sri Lanka,LKA,2019,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q5_preT_tot,33.9442315082162
Sri Lanka,LKA,2016,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q5_preT_tot,31.8144578387607
Sri Lanka,LKA,2012,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q5_preT_tot,35.5437945151094
Sri Lanka,LKA,2009,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q5_preT_tot,42.1138109588488
Sri Lanka,LKA,2006,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.ben_q5_preT_tot,30.5594921561775
Sri Lanka,LKA,2019,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q5_rur,35.8632411218752
Sri Lanka,LKA,2016,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q5_rur,33.267281271579
Sri Lanka,LKA,2012,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q5_rur,36.9204830861912
Sri Lanka,LKA,2009,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q5_rur,44.5043918946382
Sri Lanka,LKA,2006,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.ben_q5_rur,32.0944486558261
Sri Lanka,LKA,2019,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.ben_q5_tot,34.0726702865626
Sri Lanka,LKA,2016,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.ben_q5_tot,31.5455592344088
Sri Lanka,LKA,2012,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.ben_q5_tot,34.2223898078039
Sri Lanka,LKA,2009,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.ben_q5_tot,40.9133297117186
Sri Lanka,LKA,2006,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.ben_q5_tot,31.0650390217261
Sri Lanka,LKA,2019,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q5_urb,38.2670950756495
Sri Lanka,LKA,2016,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q5_urb,32.8926540315199
Sri Lanka,LKA,2012,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q5_urb,39.5532460240167
Sri Lanka,LKA,2009,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q5_urb,28.0139851152411
Sri Lanka,LKA,2006,Benefits incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.ben_q5_urb,26.5602404554781
Sri Lanka,LKA,2019,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_ep_preT_tot,1.72494593827316
Sri Lanka,LKA,2016,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_ep_preT_tot,2.24843814983154
Sri Lanka,LKA,2012,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_ep_preT_tot,2.39556900611497
Sri Lanka,LKA,2009,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_ep_preT_tot,2.62529705365645
Sri Lanka,LKA,2006,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_ep_preT_tot,7.45965140340932
Sri Lanka,LKA,2019,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers,per_pr_dp.bry_ep_tot,0.408624429197603
Sri Lanka,LKA,2016,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers,per_pr_dp.bry_ep_tot,0.994306393290154
Sri Lanka,LKA,2012,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers,per_pr_dp.bry_ep_tot,1.05137206553145
Sri Lanka,LKA,2009,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers,per_pr_dp.bry_ep_tot,1.67130083280057
Sri Lanka,LKA,2006,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Domestic Private Transfers,per_pr_dp.bry_ep_tot,6.35159960972122
Sri Lanka,LKA,2019,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q1_preT_tot,16.6733866136733
Sri Lanka,LKA,2016,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q1_preT_tot,18.8049687552148
Sri Lanka,LKA,2012,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q1_preT_tot,16.4225906787385
Sri Lanka,LKA,2009,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q1_preT_tot,18.3888002467578
Sri Lanka,LKA,2006,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q1_preT_tot,25.1892435082175
Sri Lanka,LKA,2019,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q1_rur,15.2155599528138
Sri Lanka,LKA,2016,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q1_rur,18.10463371405
Sri Lanka,LKA,2012,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q1_rur,14.9351676542124
Sri Lanka,LKA,2009,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q1_rur,18.4361196682081
Sri Lanka,LKA,2006,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q1_rur,24.8798062414496
Sri Lanka,LKA,2019,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.bry_q1_tot,16.4629601000473
Sri Lanka,LKA,2016,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.bry_q1_tot,18.2390697938238
Sri Lanka,LKA,2012,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.bry_q1_tot,16.3439832833522
Sri Lanka,LKA,2009,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.bry_q1_tot,17.6139455999446
Sri Lanka,LKA,2006,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.bry_q1_tot,26.1034801494883
Sri Lanka,LKA,2019,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q1_urb,20.6955205470244
Sri Lanka,LKA,2016,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q1_urb,20.150268473897
Sri Lanka,LKA,2012,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q1_urb,19.1563849679035
Sri Lanka,LKA,2009,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q1_urb,15.1673469109685
Sri Lanka,LKA,2006,Beneficiary incidence in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q1_urb,32.3758081870107
Sri Lanka,LKA,2019,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q2_preT_tot,19.8076324462909
Sri Lanka,LKA,2016,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q2_preT_tot,21.1922895013717
Sri Lanka,LKA,2012,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q2_preT_tot,17.847058956771
Sri Lanka,LKA,2009,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q2_preT_tot,18.5143382091631
Sri Lanka,LKA,2006,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q2_preT_tot,21.0173138700639
Sri Lanka,LKA,2019,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q2_rur,18.7252111378826
Sri Lanka,LKA,2016,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q2_rur,20.0435155352245
Sri Lanka,LKA,2012,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q2_rur,16.9536934192975
Sri Lanka,LKA,2009,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q2_rur,17.6542766828473
Sri Lanka,LKA,2006,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q2_rur,19.8117459929983
Sri Lanka,LKA,2019,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q2_tot,19.9170100642289
Sri Lanka,LKA,2016,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q2_tot,21.3811972307529
Sri Lanka,LKA,2012,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q2_tot,17.8548555688466
Sri Lanka,LKA,2009,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q2_tot,19.3788670577214
Sri Lanka,LKA,2006,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q2_tot,20.6692367789577
Sri Lanka,LKA,2019,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q2_urb,24.6034521025265
Sri Lanka,LKA,2016,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q2_urb,20.8697108020445
Sri Lanka,LKA,2012,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q2_urb,16.8021112267574
Sri Lanka,LKA,2009,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q2_urb,23.8987528432496
Sri Lanka,LKA,2006,Beneficiary incidence in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q2_urb,21.0174777169232
Sri Lanka,LKA,2019,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q3_preT_tot,21.7505414837541
Sri Lanka,LKA,2016,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q3_preT_tot,20.5181294401936
Sri Lanka,LKA,2012,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q3_preT_tot,21.9953119722594
Sri Lanka,LKA,2009,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q3_preT_tot,20.4240606055097
Sri Lanka,LKA,2006,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q3_preT_tot,19.5056147400788
Sri Lanka,LKA,2019,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q3_rur,21.644852987869
Sri Lanka,LKA,2016,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q3_rur,20.4601882866745
Sri Lanka,LKA,2012,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q3_rur,22.4817975200393
Sri Lanka,LKA,2009,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q3_rur,19.2911078119446
Sri Lanka,LKA,2006,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q3_rur,19.0562285131581
Sri Lanka,LKA,2019,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q3_tot,22.0393997699708
Sri Lanka,LKA,2016,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q3_tot,20.8132417774062
Sri Lanka,LKA,2012,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q3_tot,22.5804280927152
Sri Lanka,LKA,2009,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q3_tot,20.4109277413867
Sri Lanka,LKA,2006,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q3_tot,19.3936392280377
Sri Lanka,LKA,2019,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q3_urb,22.8161385310614
Sri Lanka,LKA,2016,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q3_urb,21.1997080560876
Sri Lanka,LKA,2012,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q3_urb,21.9376137308621
Sri Lanka,LKA,2009,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q3_urb,18.5606682367973
Sri Lanka,LKA,2006,Beneficiary incidence in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q3_urb,20.6618330312704
Sri Lanka,LKA,2019,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q4_preT_tot,23.0838190727924
Sri Lanka,LKA,2016,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q4_preT_tot,21.2660991300194
Sri Lanka,LKA,2012,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q4_preT_tot,23.2123109359415
Sri Lanka,LKA,2009,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q4_preT_tot,20.143015175114
Sri Lanka,LKA,2006,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q4_preT_tot,16.8323104314998
Sri Lanka,LKA,2019,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q4_rur,22.4050591969312
Sri Lanka,LKA,2016,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q4_rur,21.8365828065981
Sri Lanka,LKA,2012,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q4_rur,23.6158800453351
Sri Lanka,LKA,2009,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q4_rur,21.0200037998736
Sri Lanka,LKA,2006,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q4_rur,16.973907252468
Sri Lanka,LKA,2019,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q4_tot,22.4799005264211
Sri Lanka,LKA,2016,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q4_tot,21.3249763117546
Sri Lanka,LKA,2012,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q4_tot,23.1525657993138
Sri Lanka,LKA,2009,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q4_tot,20.3038985839275
Sri Lanka,LKA,2006,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.bry_q4_tot,16.1127642764761
Sri Lanka,LKA,2019,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q4_urb,14.5597768951071
Sri Lanka,LKA,2016,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q4_urb,21.8662420352253
Sri Lanka,LKA,2012,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q4_urb,21.7491546461236
Sri Lanka,LKA,2009,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q4_urb,25.3497386705687
Sri Lanka,LKA,2006,Beneficiary incidence in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q4_urb,14.4281608242198
Sri Lanka,LKA,2019,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q5_preT_tot,18.6846203834892
Sri Lanka,LKA,2016,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q5_preT_tot,18.2185131732004
Sri Lanka,LKA,2012,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q5_preT_tot,20.5227274562896
Sri Lanka,LKA,2009,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q5_preT_tot,22.5297857634554
Sri Lanka,LKA,2006,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.bry_q5_preT_tot,17.45551745014
Sri Lanka,LKA,2019,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q5_rur,22.0093167245035
Sri Lanka,LKA,2016,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q5_rur,19.5550796574529
Sri Lanka,LKA,2012,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q5_rur,22.0134613611157
Sri Lanka,LKA,2009,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q5_rur,23.5984920371264
Sri Lanka,LKA,2006,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.bry_q5_rur,19.278311999926
Sri Lanka,LKA,2019,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.bry_q5_tot,19.1007295393319
Sri Lanka,LKA,2016,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.bry_q5_tot,18.2415148862625
Sri Lanka,LKA,2012,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.bry_q5_tot,20.0681672557721
Sri Lanka,LKA,2009,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.bry_q5_tot,22.2923610170199
Sri Lanka,LKA,2006,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.bry_q5_tot,17.7208795670402
Sri Lanka,LKA,2019,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q5_urb,17.3251119242807
Sri Lanka,LKA,2016,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q5_urb,15.9140706327456
Sri Lanka,LKA,2012,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q5_urb,20.3547354283534
Sri Lanka,LKA,2009,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q5_urb,17.0234933384159
Sri Lanka,LKA,2006,Beneficiary incidence in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.bry_q5_urb,11.516720240576
Sri Lanka,LKA,2019,Benefit-cost ratio -  Domestic Private Transfers -extreme poor (<$2.15 a day),per_pr_dp.cba_ep_tot,0.0640555152238838
Sri Lanka,LKA,2016,Benefit-cost ratio -  Domestic Private Transfers -extreme poor (<$2.15 a day),per_pr_dp.cba_ep_tot,0.0753918320715568
Sri Lanka,LKA,2012,Benefit-cost ratio -  Domestic Private Transfers -extreme poor (<$2.15 a day),per_pr_dp.cba_ep_tot,0.0796782317548828
Sri Lanka,LKA,2009,Benefit-cost ratio -  Domestic Private Transfers -extreme poor (<$2.15 a day),per_pr_dp.cba_ep_tot,0.0711592122057284
Sri Lanka,LKA,2006,Benefit-cost ratio -  Domestic Private Transfers -extreme poor (<$2.15 a day),per_pr_dp.cba_ep_tot,0.152942871058881
Sri Lanka,LKA,2019,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest) -rural,per_pr_dp.cba_q1_rur,0.243057727473731
Sri Lanka,LKA,2016,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest) -rural,per_pr_dp.cba_q1_rur,0.245837437266423
Sri Lanka,LKA,2012,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest) -rural,per_pr_dp.cba_q1_rur,0.218599512927468
Sri Lanka,LKA,2009,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest) -rural,per_pr_dp.cba_q1_rur,0.213820288440183
Sri Lanka,LKA,2006,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest) -rural,per_pr_dp.cba_q1_rur,0.284973355786025
Sri Lanka,LKA,2019,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest),per_pr_dp.cba_q1_tot,0.245702719292292
Sri Lanka,LKA,2016,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest),per_pr_dp.cba_q1_tot,0.251164729450862
Sri Lanka,LKA,2012,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest),per_pr_dp.cba_q1_tot,0.223033679515652
Sri Lanka,LKA,2009,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest),per_pr_dp.cba_q1_tot,0.213157065346427
Sri Lanka,LKA,2006,Benefit-cost ratio -  Domestic Private Transfers -1st quintile (poorest),per_pr_dp.cba_q1_tot,0.29094568507198
Sri Lanka,LKA,2019,Benefit-cost ratio -  Domestic Private Transfers - 1st quintile (poorest) -urban,per_pr_dp.cba_q1_urb,0.236344145351859
Sri Lanka,LKA,2016,Benefit-cost ratio -  Domestic Private Transfers - 1st quintile (poorest) -urban,per_pr_dp.cba_q1_urb,0.244129179946707
Sri Lanka,LKA,2012,Benefit-cost ratio -  Domestic Private Transfers - 1st quintile (poorest) -urban,per_pr_dp.cba_q1_urb,0.196714493769045
Sri Lanka,LKA,2009,Benefit-cost ratio -  Domestic Private Transfers - 1st quintile (poorest) -urban,per_pr_dp.cba_q1_urb,0.221880176392308
